Pixel,Red,Green,Blue,Mean Intensity
0,16.41176470588235,10.911764705882353,10.455882352941176,12.593137254901961
1,16.397058823529413,10.897058823529411,10.441176470588236,12.57843137254902
2,16.720588235294116,10.823529411764707,10.455882352941176,12.666666666666666
3,16.735294117647058,10.838235294117647,10.470588235294118,12.681372549019606
4,16.558823529411764,10.955882352941176,10.176470588235293,12.563725490196077
5,16.602941176470587,11.0,10.220588235294118,12.607843137254902
6,17.073529411764707,10.882352941176471,9.838235294117647,12.598039215686276
7,17.044117647058822,10.852941176470589,9.808823529411764,12.568627450980392
8,17.38235294117647,10.705882352941176,9.882352941176471,12.656862745098039
9,17.397058823529413,10.720588235294118,9.897058823529411,12.67156862745098
10,17.485294117647058,10.794117647058824,9.691176470588236,12.656862745098039
11,17.573529411764707,10.882352941176471,9.779411764705882,12.745098039215685
12,18.529411764705884,10.794117647058824,9.705882352941176,13.009803921568627
13,18.66176470588235,10.926470588235293,9.838235294117647,13.142156862745097
14,18.735294117647058,10.632352941176471,9.529411764705882,12.965686274509805
15,18.647058823529413,10.544117647058824,9.441176470588236,12.877450980392156
16,18.544117647058822,10.573529411764707,9.573529411764707,12.897058823529411
17,18.5,10.529411764705882,9.544117647058824,12.857843137254903
18,18.33823529411765,10.514705882352942,9.367647058823529,12.740196078431373
19,18.38235294117647,10.558823529411764,9.411764705882353,12.784313725490199
20,19.779411764705884,10.397058823529411,9.338235294117647,13.17156862745098
21,19.897058823529413,10.514705882352942,9.455882352941176,13.28921568627451
22,20.279411764705884,10.294117647058824,9.470588235294118,13.348039215686276
23,20.147058823529413,10.161764705882353,9.338235294117647,13.215686274509805
24,19.779411764705884,10.147058823529411,9.5,13.142156862745098
25,19.86764705882353,10.235294117647058,9.588235294117647,13.230392156862743
26,19.985294117647058,10.308823529411764,9.161764705882353,13.151960784313724
27,20.308823529411764,10.632352941176471,9.485294117647058,13.47549019607843
28,21.102941176470587,10.279411764705882,8.661764705882353,13.348039215686276
29,21.13235294117647,10.308823529411764,8.691176470588236,13.377450980392156
30,21.25,10.485294117647058,8.073529411764707,13.269607843137257
31,21.205882352941178,10.441176470588236,8.029411764705882,13.22549019607843
32,21.558823529411764,10.058823529411764,8.264705882352942,13.294117647058824
33,21.705882352941178,10.205882352941176,8.411764705882353,13.441176470588234
34,22.25,10.117647058823529,8.544117647058824,13.637254901960786
35,22.205882352941178,10.073529411764707,8.514705882352942,13.598039215686276
36,21.86764705882353,10.264705882352942,8.794117647058824,13.642156862745098
37,21.558823529411764,9.955882352941176,8.485294117647058,13.333333333333334
38,21.294117647058822,10.147058823529411,9.102941176470589,13.514705882352942
39,21.544117647058822,10.397058823529411,9.352941176470589,13.764705882352942
40,21.514705882352942,10.294117647058824,8.411764705882353,13.40686274509804
41,21.573529411764707,10.352941176470589,8.470588235294118,13.465686274509805
42,21.147058823529413,10.617647058823529,8.764705882352942,13.509803921568627
43,20.823529411764707,10.294117647058824,8.441176470588236,13.186274509803923
44,20.66176470588235,10.544117647058824,8.264705882352942,13.156862745098039
45,20.720588235294116,10.602941176470589,8.323529411764707,13.215686274509805
46,20.808823529411764,10.397058823529411,8.808823529411764,13.338235294117647
47,20.61764705882353,10.205882352941176,8.617647058823529,13.147058823529411
48,20.970588235294116,10.102941176470589,8.955882352941176,13.34313725490196
49,21.08823529411765,10.220588235294118,9.073529411764707,13.46078431372549
50,20.88235294117647,10.470588235294118,8.735294117647058,13.362745098039214
51,20.91176470588235,10.5,8.764705882352942,13.392156862745097
52,20.970588235294116,10.308823529411764,8.323529411764707,13.200980392156863
53,21.029411764705884,10.367647058823529,8.382352941176471,13.259803921568627
54,21.58823529411765,10.058823529411764,8.102941176470589,13.25
55,21.86764705882353,10.338235294117647,8.382352941176471,13.529411764705882
56,21.941176470588236,10.323529411764707,7.867647058823529,13.377450980392156
57,21.955882352941178,10.338235294117647,7.882352941176471,13.392156862745098
58,21.352941176470587,10.308823529411764,8.014705882352942,13.22549019607843
59,21.25,10.205882352941176,7.911764705882353,13.122549019607844
60,19.352941176470587,10.5,9.588235294117647,13.147058823529411
61,19.176470588235293,10.323529411764707,9.411764705882353,12.970588235294116
62,18.38235294117647,10.529411764705882,9.338235294117647,12.75
63,18.38235294117647,10.529411764705882,9.323529411764707,12.745098039215685
64,18.514705882352942,10.558823529411764,9.058823529411764,12.71078431372549
65,18.485294117647058,10.529411764705882,9.029411764705882,12.681372549019608
66,18.397058823529413,10.558823529411764,9.264705882352942,12.740196078431373
67,18.5,10.661764705882353,9.367647058823529,12.843137254901961
68,18.36764705882353,10.323529411764707,9.867647058823529,12.852941176470589
69,18.426470588235293,10.382352941176471,9.926470588235293,12.911764705882353
70,18.147058823529413,10.617647058823529,9.588235294117647,12.784313725490195
71,18.16176470588235,10.632352941176471,9.602941176470589,12.799019607843137
72,17.647058823529413,10.735294117647058,9.397058823529411,12.593137254901961
73,17.558823529411764,10.647058823529411,9.308823529411764,12.504901960784315
74,17.352941176470587,10.588235294117647,9.617647058823529,12.519607843137253
75,17.38235294117647,10.617647058823529,9.647058823529411,12.549019607843137
76,17.029411764705884,10.485294117647058,9.897058823529411,12.470588235294118
77,17.014705882352942,10.470588235294118,9.882352941176471,12.455882352941176
78,17.13235294117647,10.691176470588236,10.426470588235293,12.75
79,17.11764705882353,10.676470588235293,10.411764705882353,12.735294117647058
80,17.13235294117647,10.352941176470589,9.823529411764707,12.436274509803923
81,17.0,10.220588235294118,9.691176470588236,12.303921568627452
82,16.485294117647058,10.764705882352942,10.205882352941176,12.485294117647058
83,16.470588235294116,10.75,10.191176470588236,12.470588235294116
84,16.441176470588236,10.985294117647058,10.102941176470589,12.509803921568627
85,16.558823529411764,11.102941176470589,10.220588235294118,12.627450980392156
86,16.544117647058822,10.852941176470589,10.426470588235293,12.607843137254902
87,16.529411764705884,10.838235294117647,10.411764705882353,12.593137254901961
88,16.029411764705884,11.044117647058824,10.573529411764707,12.549019607843137
89,15.882352941176471,10.897058823529411,10.426470588235293,12.401960784313724
90,15.926470588235293,10.911764705882353,10.382352941176471,12.406862745098039
91,16.044117647058822,11.029411764705882,10.5,12.524509803921568
92,16.441176470588236,10.808823529411764,10.338235294117647,12.529411764705884
93,16.308823529411764,10.676470588235293,10.205882352941176,12.397058823529411
94,16.36764705882353,10.779411764705882,10.352941176470589,12.5
95,16.38235294117647,10.794117647058824,10.367647058823529,12.514705882352942
96,15.764705882352942,11.044117647058824,10.852941176470589,12.553921568627452
97,15.617647058823529,10.897058823529411,10.705882352941176,12.406862745098039
98,15.588235294117647,10.647058823529411,10.617647058823529,12.284313725490195
99,15.691176470588236,10.75,10.720588235294118,12.387254901960786
100,15.735294117647058,10.838235294117647,10.588235294117647,12.387254901960782
101,15.75,10.852941176470589,10.602941176470589,12.401960784313724
102,15.0,11.191176470588236,10.279411764705882,12.156862745098039
103,14.852941176470589,11.044117647058824,10.132352941176471,12.009803921568627
104,14.441176470588236,11.176470588235293,10.970588235294118,12.19607843137255
105,14.367647058823529,11.102941176470589,10.897058823529411,12.122549019607844
106,14.352941176470589,11.161764705882353,11.176470588235293,12.230392156862747
107,14.397058823529411,11.205882352941176,11.220588235294118,12.274509803921568
108,15.161764705882353,11.147058823529411,11.029411764705882,12.446078431372548
109,15.176470588235293,11.161764705882353,11.044117647058824,12.46078431372549
110,15.808823529411764,11.0,10.779411764705882,12.529411764705882
111,15.867647058823529,11.058823529411764,10.838235294117647,12.588235294117647
112,15.544117647058824,11.058823529411764,10.794117647058824,12.465686274509805
113,15.5,11.014705882352942,10.75,12.42156862745098
114,14.75,11.147058823529411,10.75,12.215686274509805
115,14.720588235294118,11.117647058823529,10.720588235294118,12.186274509803923
116,15.044117647058824,11.073529411764707,10.970588235294118,12.362745098039218
117,15.058823529411764,11.088235294117647,10.985294117647058,12.377450980392156
118,15.264705882352942,11.235294117647058,11.014705882352942,12.504901960784315
119,15.191176470588236,11.161764705882353,10.941176470588236,12.431372549019608
120,14.5,11.352941176470589,11.014705882352942,12.28921568627451
121,14.441176470588236,11.294117647058824,10.955882352941176,12.230392156862747
122,13.867647058823529,11.308823529411764,11.235294117647058,12.137254901960782
123,13.852941176470589,11.294117647058824,11.220588235294118,12.122549019607844
124,13.191176470588236,11.470588235294118,11.367647058823529,12.009803921568627
125,13.132352941176471,11.411764705882353,11.308823529411764,11.950980392156863
126,13.397058823529411,11.441176470588236,11.441176470588236,12.093137254901961
127,13.455882352941176,11.5,11.5,12.151960784313724
128,13.102941176470589,11.544117647058824,11.544117647058824,12.063725490196079
129,13.044117647058824,11.485294117647058,11.485294117647058,12.004901960784315
130,12.838235294117647,11.426470588235293,11.558823529411764,11.941176470588237
131,12.867647058823529,11.455882352941176,11.588235294117647,11.970588235294116
132,12.897058823529411,11.470588235294118,11.426470588235293,11.931372549019606
133,12.941176470588236,11.514705882352942,11.470588235294118,11.975490196078432
134,12.897058823529411,11.485294117647058,11.338235294117647,11.906862745098039
135,12.867647058823529,11.455882352941176,11.308823529411764,11.877450980392156
136,12.838235294117647,11.529411764705882,11.544117647058824,11.970588235294118
137,12.794117647058824,11.485294117647058,11.5,11.926470588235295
